customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5711-NYGGN,Male,0,Yes,No,66,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,55.7,3682.43,No
5712-ZXOLL,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.93,96.66,No
5713-HPIBN,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),64.08,2034.57,No
5714-XXPEE,Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,77.56,3329.06,Yes
5715-TURRE,Female,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,57.11,1251.6,No
5716-KMCQY,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.48,2652.42,No
5717-RNLNZ,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,58.76,2027.28,Yes
5718-RTBGO,Male,0,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.84,605.56,No
5719-JOQKB,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,314.68,No
5720-URYDI,Male,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.82,803.97,No
5721-QQQPT,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.57,1296.23,No
5722-YHWOA,Male,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.71,455.21,No
5723-SYOIE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.16,2435.47,No
5724-PMPVK,Female,0,No,No,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.35,2532.34,Yes
5725-MFZTQ,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.58,5336.4,Yes
5726-EQAEE,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,404.03,No
5727-GPRFB,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,70.78,3578.12,No
5728-MJUTK,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),40.03,473.03,No
5729-ZUBHX,Female,0,Yes,No,7,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,42.83,223.67,Yes
5730-VSTQP,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,55.09,1873.89,No
5731-YJENX,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.0,2801.63,Yes
5732-SDTPX,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,251.85,Yes
5733-OICWI,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,76.39,895.13,No
5734-RDSXD,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,58.01,3631.72,Yes
5735-IAATS,Male,0,No,Yes,56,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,45.58,2512.65,No
5736-CJLRN,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,31.24,No
5737-JJRXA,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.88,306.32,Yes
5738-OHZCR,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,40.35,2063.64,No
5739-IPUOE,Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),64.51,4480.69,Yes
5740-MVTGP,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,18.8,No
5741-GYVPM,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),70.64,1887.64,No
5742-QILMZ,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.02,1823.33,Yes
5743-IEGAD,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.1,1843.24,Yes
5744-ZDPEV,Male,0,No,Yes,11,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,42.68,436.78,No
5745-DFZWC,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,46.83,715.52,Yes
5746-YHQRR,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.49,3736.2,No
5747-ZYLYY,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.8,926.98,No
5748-AWLKM,Female,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.57,219.49,Yes
5749-CYHCQ,Female,0,No,Yes,27,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.67,1258.88,No
5750-YMJQC,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.52,4895.37,No
5751-MVFNJ,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.12,2596.88,No
5752-TPRMJ,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),63.49,757.67,No
5753-FJEFG,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,55.73,298.04,No
5754-KPYLL,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.43,1452.06,No
5755-WTZEP,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),55.13,1993.93,No
5756-FIEUW,Female,1,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.25,4414.43,No
5757-PRSLB,Female,1,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.21,1242.48,No
5758-ZJLNR,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.74,1124.38,No
5759-SFEPN,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,80.07,651.46,No
5760-MUBBL,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.44,3623.23,Yes
5761-ASPGU,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,49.83,2591.96,No
5762-GPYFR,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),60.07,3880.79,No
5763-AAZYN,Male,0,No,Yes,32,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,35.29,1129.76,No
5764-FFDLR,Male,0,Yes,No,16,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),47.95,716.67,No
5765-JCCHV,Female,1,Yes,Yes,48,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),55.2,2655.2,No
5766-WYARO,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,53.9,286.94,Yes
5767-YUTQY,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.68,4693.99,No
5768-KMYTY,Female,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.48,4397.63,No
5769-JMQUA,Female,1,No,No,9,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.62,515.34,Yes
5770-TPPUC,Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),63.53,1872.92,No
5771-BFKCZ,Female,0,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,61.25,1461.38,Yes
5772-AKMER,Female,0,No,Yes,56,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,34.28,1837.55,No
5773-OROTT,Female,1,Yes,No,64,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),42.27,2657.38,No
5774-TGQHM,Male,1,No,No,42,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,47.73,1972.08,No
5775-ZPYJN,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),59.85,62.84,No
5776-FTVZG,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.14,1224.63,No
5777-FQUXH,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.01,2500.76,Yes
5778-LZYDJ,Male,0,Yes,No,64,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,46.86,2942.58,No
5779-FGUHC,Female,1,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,80.1,5555.68,No
5780-HOUAM,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.2,4092.87,Yes
5781-VROGO,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.82,354.32,No
5782-YCZNT,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,71.48,949.36,No
5783-DDCEY,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.73,724.1,Yes
5784-KHZBP,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),60.51,2692.86,No
5785-YJRGE,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.05,128.06,No
5786-GUFXA,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),46.17,1457.61,No
5787-KMLAU,Male,0,No,No,7,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,71.7,346.71,No
5788-OACZO,Female,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,595.5,No
5789-INWVX,Male,1,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.14,2309.18,No
5790-HVDTT,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.27,266.63,No
5791-FARFN,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,71.4,2336.78,No
5792-KQIVG,Female,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),70.53,1454.28,No
5793-NQHPL,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.89,385.47,Yes
5794-LEENF,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.41,2560.19,No
5795-GWUQI,Male,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),63.69,1564.7,No
5796-VMIPD,Female,1,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,62.81,1343.88,No
5797-BMMSL,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),54.75,637.48,Yes
5798-DJPXS,Female,0,Yes,No,24,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.06,1328.89,No
5799-HFDGN,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,69.96,4887.73,No
5800-MUEIC,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,55.18,773.62,No
5801-JOTUQ,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.17,2569.23,Yes
5802-WXFYC,Female,1,No,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,54.08,972.61,No
5803-REMYA,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),86.76,3408.55,No
5804-QZCZS,Female,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,49.28,2251.64,No
5805-UTVLH,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.62,3666.12,No
5806-HOKTA,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.84,865.35,No
5807-PNGFU,Female,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),78.28,5622.43,Yes
5808-DVHVS,Female,0,No,No,66,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),40.1,2641.32,No
5809-YCDMU,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,65.79,3057.82,No
5810-BKPJO,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.77,1157.96,Yes
5811-JBFNB,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.23,1417.87,No
5812-JQHZP,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,1142.76,Yes
5813-NJMAJ,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),63.12,2815.08,No
5814-VLQXN,Female,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.34,416.44,Yes
5815-ESEOM,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.8,1844.63,No
5816-QANDY,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,71.73,4658.73,No
5817-IQCML,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,50.27,173.41,Yes
5818-PDRWC,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.73,359.31,No
5819-QASVD,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.41,2965.82,No
5820-QGBLE,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.52,3205.99,Yes
5821-PHWHM,Female,0,No,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.68,1544.59,Yes
5822-ZNKFP,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.8,4807.47,No
5823-WYVYO,Female,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.22,774.91,Yes
5824-PMLRR,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.24,4354.74,No
5825-NBVBC,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,60.7,18.8,Yes
5826-XHKLD,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,51.43,2528.94,Yes
5827-IXQXP,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.56,569.07,No
5828-QOTZV,Female,0,No,No,17,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,46.05,746.45,Yes
5829-GJDXX,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,86.21,3164.06,Yes
5830-NNNYN,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,46.73,318.43,No
5831-VTROW,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.18,930.99,No
5832-ZSMLS,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.02,1362.8,No
5833-STBUC,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,49.76,1276.3,Yes
5834-JELGI,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.94,2809.95,No
5835-BYJFL,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),41.98,1053.38,No
5836-FCJIT,Female,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,310.91,No
5837-ECEHH,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,65.9,2840.53,No
5838-NXVQK,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.52,358.04,No
5839-ZPFKJ,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.91,2355.1,No
5840-WIXXO,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,123.3,No
5841-GRAOB,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,76.39,3216.36,Yes
5842-VBJTO,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,61.79,2475.47,Yes
5843-JSVMX,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.88,3298.31,Yes
5844-KVBUM,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,18.8,No
5845-VYVZU,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,51.55,1255.06,No
5846-AZEUV,Female,0,No,Yes,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,41.64,542.11,No
5847-GMMTW,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.86,159.98,No
5848-UFTLH,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,745.19,No
5849-IRKTK,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.65,2458.68,Yes
5850-XXOIC,Female,0,Yes,No,50,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.28,2630.37,No
5851-QYQCS,Female,1,No,No,41,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,58.0,2430.37,No
5852-IQWRW,Male,0,Yes,Yes,38,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),42.26,1592.78,No
5853-OAZJH,Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,64.75,1268.65,No
5854-JZBSN,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.5,511.37,No
5855-HSAPY,Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.51,2345.84,No
5856-XOTXE,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,68.07,1892.19,Yes
5857-CQJEK,Male,0,No,Yes,19,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),57.11,1159.68,Yes
5858-FDGSG,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.76,867.38,Yes
5859-NQWQM,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),77.49,781.76,Yes
5860-ABRDM,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,73.54,4095.63,Yes
5861-ADBDP,Male,1,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.43,627.58,Yes
5862-DYIQU,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.12,1189.96,No
5863-WTUBC,Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),83.13,564.66,Yes
5864-WZOGD,Male,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.49,1325.13,No
5865-LAQDD,Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),45.6,1109.43,No
5866-VWYIZ,Female,0,No,Yes,60,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),73.37,4440.36,No
5867-UJSSO,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,59.45,18.8,No
5868-VQGCE,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,38.04,2628.53,No
5869-PWGPI,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,83.41,3654.17,No
5870-ACYHR,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,83.12,No
5871-XXRXS,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),40.05,18.8,No
5872-GYTFY,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),65.11,4750.28,Yes
5873-KELAS,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,469.03,No
5874-KOYPC,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),56.07,3290.1,Yes
5875-KKJBT,Male,0,No,Yes,47,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,51.21,2397.05,No
5876-EWWYH,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),81.75,3110.08,No
5877-MOBLX,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.33,1124.89,No
5878-HUSYW,Male,1,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.21,3555.37,Yes
5879-AHJME,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),50.82,71.66,Yes
5880-VIJNX,Female,1,Yes,Yes,35,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,51.58,1765.07,Yes
5881-KNCUP,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.41,2903.76,Yes
5882-TQEZG,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,687.97,No
5883-QTVKL,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.19,3364.36,No
